Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,Column4,Column1,Column2,Column3
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004038,SW-LPA,-140,VNG-S,ส่งท่าข้าม,2017-08-08,2017-08-07,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004039,SW-LPA,-70,VNG-S,ปณชัย-ใบชั่วคราว,2017-08-08,2017-08-07,คุณวิรัช
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004040,SW-LPA,-220,VNG-S,พระประแดง,2017-08-08,2017-08-07,คุณดำรงศักดิ์
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02GG190012302450,VSDP17004046,SW-LPA,-110,VNG-S,M.K - ใบชั่วคราว,2017-08-08,2017-08-07,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02GG190012302450,VSDP17004048,SW-LPA,-165,VNG-S,M.K - ใบชั่วคราว,2017-08-08,2017-08-07,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004053,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์,2017-08-09,2017-08-07,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004058,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์,2017-08-15,2017-08-07,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004062,SW-LPA,-70,VNG-S,เมโทรพูลทรัพย์,2017-08-17,2017-08-07,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004071,SW-LPA,-140,VNG-S,โคราช,2017-08-09,2017-08-08,คุณวิรัช
ห้างหุ้นส่วนจำกัด ทีเอ็นเค วู้ด,Sales order,On order,1PB02NG180012302450,VSDP17004079,SW-LPA,-1,VNG-S,โกดังสยามวู๊ด,2017-08-08,2017-08-08,คุณวิรัช
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS150012302450,VSDP17004101,SW-LPA,-210,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-08-14,2017-08-10,คุณสุภาพ
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004132,SW-LPA,-140,VNG-S,โคราช,2017-08-16,2017-08-15,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302000,VSDP17004135,SW-LPA,-140,VNG-S,โคราช,2017-08-17,2017-08-15,คุณวิรัช
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,1PB02NG160012302450,VSDP17004159,SW-LPA,-65,VNG-S,M.K - ใบชั่วคราว,2017-08-18,2017-08-16,คุณวัชรชัย
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004162,SW-LPA,-70,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-08-18,2017-08-16,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004164,SW-LPA,-70,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-08-19,2017-08-16,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004168,SW-LPA,-70,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-08-24,2017-08-16,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004206,SW-LPA,-70,VNG-S,โคราช,2017-08-21,2017-08-18,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302000,VSDP17004207,SW-LPA,-140,VNG-S,โคราช,2017-08-22,2017-08-18,คุณวิรัช
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004208,SW-LPA,-70,VNG-S,บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,2017-08-24,2017-08-18,คุณวิรัช
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17004233,SW-LPA,-85,VNG-S,รับเอง เอี้ยน (มุกดาหาร) ใช้รถ 10 ล้อมีคอกมารับ,2017-08-23,2017-08-23,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004233,SW-LPA,-34,VNG-S,รับเอง เอี้ยน (มุกดาหาร) ใช้รถ 10 ล้อมีคอกมารับ,2017-08-23,2017-08-23,คุณวัชรชัย
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004235,SW-LPA,-70,VNG-S,พระประแดง,2017-08-23,2017-08-23,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004239,SW-LPA,-70,VNG-S,พระประแดง,2017-08-23,2017-08-23,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004241,SW-LPA,-70,VNG-S,พระประแดง,2017-08-23,2017-08-23,คุณดำรงศักดิ์
บริษัท เอช.ที.บอร์ด จำกัด,Sales order,On order,4MBU2S1077006101980,VSDS17000943,SW-LMA,-250,VNG-S,H.T.บอร์ด + ไม้พื้นลามิเนต,2017-08-24,2017-08-24,คุณวัชรชัย
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004247,SW-LPA,-65,VNG-S,สถาพร,2017-08-25,2017-08-24,คุณวิรัช
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004248,SW-LPA,-455,VNG-S,สถาพร,2017-08-25,2017-08-24,คุณวิรัช
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004265,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-08-25,2017-08-25,คุณดำรงศักดิ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG310012302450,VSDP17004267,SW-LPA,-100,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-08-26,2017-08-25,คุณสุภาพ
ห้างหุ้นส่วนจำกัด กุลวิชญ์ค้าไม้,Sales order,On order,1PB02NG090012302450,VSDP17004271,SW-LPA,-770,VNG-S,ส่ง L.P.S วู๊ดเดิ้นเวิร์ด- ใช้ใบชั่วคราวลูกค้าส่ง,2017-08-25,2017-08-25,คุณวัชรชัย
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004272,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-08-25,2017-08-25,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004273,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-08-25,2017-08-25,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004276,SW-LPA,-70,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-08-25,2017-08-25,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004278,SW-LPA,"-1,050.00",VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-08-25,2017-08-25,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004279,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-08-25,2017-08-25,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004280,SW-LPA,-140,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-08-25,2017-08-25,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004280,SW-LPA,-910,VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-08-25,2017-08-25,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG160012302450,VSDP17004283,SW-LPA,-845,VNG-S,พระประแดง,2017-08-29,2017-08-28,คุณดำรงศักดิ์
บริษัท สถาพร ลามิเนชั่น จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004289,SW-LPA,-140,VNG-S,บริษัท สถาพร ลามิเนชั่น จำกัด,2017-08-30,2017-08-28,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004292,SW-LPA,-70,VNG-S,ปณชัย-ใบชั่วคราว,2017-08-29,2017-08-28,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG190012302150,VSDP17004306,SW-LPA,-440,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-08-28,2017-08-28,คุณไกรฤกษ์
บริษัท โมเดอร์นฟอร์มกรุ๊ป จำกัด (มหาชน),Sales order,On order,3LM216021110120,VSDL17001177,SW-LUA,-195,VNG-S,ส่งโมเดอร์ฟรอม,2017-08-30,2017-08-29,คุณสุรพงษ์
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004316,SW-LPA,-70,VNG-S,บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,2017-08-30,2017-08-29,คุณวิรัช
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004320,SW-LPA,-330,VNG-S,ส่ง Dohome รังสิตคลอง 7 (สาขาอุบลฯ),2017-08-31,2017-08-29,คุณวัชรชัย
บริษัท นีสเทิร์น อินดัสทรี่ จำกัด,Sales order,On order,1PB02NG150012302000,VSDP17004322,SW-LPA,-210,VNG-S,ส่งพร้อมเมลามีน,2017-08-31,2017-08-29,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP112021110120,VSDL17001188,SW-LUA,-255,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-09-02,2017-08-31,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP119021110120,VSDL17001188,SW-LUA,-165,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-09-02,2017-08-31,คุณวิรัช
