Name,Reference,Issue status,Item number,Number,Warehouse,Quantity,Site,Column4,Column1,Column2,Column3
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJSK0030169580025BO,VSDB17000334,SW-LBA,-400,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJSK0030169580306BO,VSDB17000334,SW-LBA,-300,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJEG5010123180306BO,VSDB17000333,SW-LBA,-145,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJJT6010124080306BO,VSDB17000333,SW-LBA,-18,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJTS4010124080306BO,VSDB17000333,SW-LBA,-57,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJSK0030169580351BO,VSDB17000335,SW-LBA,"-1,000.00",VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJSK0030169580025BO,VSDB17000335,SW-LBA,-890,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJSK0030169580033BO,VSDB17000335,SW-LBA,-500,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJSK0030169580028BO,VSDB17000335,SW-LBA,-770,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJJT6010124080028BO,VSDB17000336,SW-LBA,-96,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJEG5010123180028BO,VSDB17000336,SW-LBA,-87,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJTS4010124080025BO,VSDB17000336,SW-LBA,-76,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJJT6010124080025BO,VSDB17000336,SW-LBA,-192,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJJT6010124080351BO,VSDB17000336,SW-LBA,-48,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJTS4010124080033BO,VSDB17000336,SW-LBA,-48,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJTS4010124080351BO,VSDB17000337,SW-LBA,-38,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJTS4010124080028BO,VSDB17000337,SW-LBA,-57,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJEG5010123180025BO,VSDB17000337,SW-LBA,-174,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJEG5010123180351BO,VSDB17000337,SW-LBA,-29,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บมจ.โฮม โปรดักส์ เซ็นเตอร์ สาขาวังน้อย,Sales order,On order,1BJEG5010123180033BO,VSDB17000337,SW-LBA,-310,VNG-S,รับสินค้าที่โรงงาน,2017-09-26,2017-09-19,คุณอัยย์ญาดา
บจก.ซีอาร์ซี ไทวัสดุ (สาขาคลังสินค้าวังน้อย),Sales order,On order,2F20892051GGA10743KA,VSDF17001672,SW-LFA,"-8,640.00",VNG-S,DC วังน้อย,2017-09-28,2017-09-20,คุณพิมพ์ลภัทร
บริษัท ย่งพงษ์เส็งรังสิต จำกัด,Sales order,On order,3LMF06022210150,VSDL17001342,SW-LUA,-165,VNG-S,รับเองที่สระบุรี,2017-09-20,2017-09-20,คุณประดิษฐ์
บริษัท ซีดาส ออฟฟิศเฟอร์นิเจอร์ จำกัด,Sales order,On order,3LP219022210400,VSDL17001344,SW-LUA,-220,VNG-S,ส่ง บ.วิชัยเฟอร์โก้ - ใบชั่วคราว,2017-09-26,2017-09-20,คุณสุภาพ
บริษัท ซีดาส ออฟฟิศเฟอร์นิเจอร์ จำกัด,Sales order,On order,3LP216022210400,VSDL17001344,SW-LUA,-130,VNG-S,ส่ง บ.วิชัยเฟอร์โก้ - ใบชั่วคราว,2017-09-26,2017-09-20,คุณสุภาพ
บริษัท แนวหน้าค้าไม้ จำกัด,Sales order,On order,3LP225022210310,VSDL17001346,SW-LUA,-126,VNG-S,บริษัท แนวหน้าค้าไม้ จำกัด,2017-09-23,2017-09-20,คุณประดิษฐ์
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS120012302450,VSDP17004695,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-20,2017-09-20,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS120012302450,VSDP17004696,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-20,2017-09-20,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG150012302450,VSDP17004697,SW-LPA,-910,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-20,2017-09-20,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01S4120012301840,VSDP17004698,SW-LPA,"-1,360.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-20,2017-09-20,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01S4120012301840,VSDP17004699,SW-LPA,"-1,020.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-20,2017-09-20,คุณสุภาพ
บริษัท ควอลิตี้ลามิเนเตอร์ จำกัด,Sales order,On order,1PB02GG250012302450,VSDP17004700,SW-LPA,-588,VNG-S,ควอลิตี้คลอง 8,2017-09-21,2017-09-20,คุณสุภาพ
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG190012302450,VSDP17004701,SW-LPA,-770,VNG-S,บางบัวทอง,2017-09-21,2017-09-20,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG150012302450,VSDP17004702,SW-LPA,-980,VNG-S,บางบัวทอง,2017-09-21,2017-09-20,คุณดำรงศักดิ์
ภูพนาค้าไม้,Sales order,On order,1PB02NG090012302450,VSDP17004703,SW-LPA,"-1,430.00",VNG-S,เมโทรซอย8,2017-09-21,2017-09-20,คุณประดิษฐ์
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004704,SW-LPA,-140,VNG-S,ส่ง T & T,2017-09-20,2017-09-20,คุณวิรัช
บริษัท เมเจอร์ แปลน จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004704,SW-LPA,-910,VNG-S,ส่ง T & T,2017-09-20,2017-09-20,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012301840,VSDP17004705,SW-LPA,"-1,040.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-20,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302450,VSDP17004706,SW-LPA,-910,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-20,2017-09-20,คุณไกรฤกษ์
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG120012302450,VSDP17004707,SW-LPA,-510,VNG-S,ส่ง ดูโฮมพระราม 2 (สาขาพระราม 2) ติดบาร์โค๊ดทุกตั้ง,2017-09-21,2017-09-20,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG180012302450,VSDP17004708,SW-LPA,-480,VNG-S,ส่งดูโฮม รังสิตคลอง 7 (สาขาอุบลราชธานี),2017-09-22,2017-09-20,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004709,SW-LPA,-550,VNG-S,ส่ง ดูโฮม รังสิตคลอง 7 (สาขา อุดรธานี),2017-09-20,2017-09-20,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004710,SW-LPA,"-2,940.00",VNG-S,ส่งงานรับจ้างปิดกระดาษ - ใบชั่วคราว,2017-09-20,2017-09-20,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PPN150200M9000,VSDO17000410,SW-LAA,-490,VNG-S,พ.พานิช (ขอนแก่น) - ใบชั่วคราว,2017-09-23,2017-09-20,คุณวัชรชัย
ห้างหุ้นส่วนจำกัด กุลวิชญ์ค้าไม้,Sales order,On order,1PB02NG120012302450,VSDP17004711,SW-LPA,-595,VNG-S,ส่ง เนรภภูศรี *ใช้ใบชั่วคราว*,2017-09-20,2017-09-20,คุณวัชรชัย
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP125024420413,VSDL17001347,SW-LUA,-42,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP116024420413,VSDL17001347,SW-LUA,-65,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP119024420413,VSDL17001347,SW-LUA,-110,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP112024420413,VSDL17001347,SW-LUA,-85,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012301840,VSDP17004712,SW-LPA,"-1,040.00",VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG160012302450,VSDP17004713,SW-LPA,-195,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG190012302450,VSDP17004713,SW-LPA,-220,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG190012302150,VSDP17004713,SW-LPA,-220,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,1PB01GG250012302150,VSDP17004713,SW-LPA,-168,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-20,คุณไกรฤกษ์
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004714,SW-LPA,"-1,050.00",VNG-S,ส่ง PSP ไทรน้อย + พร้อมไม้เมลามีน,2017-09-21,2017-09-20,คุณวัชรชัย
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,3F20892051GGA10732BO,VSDF17001677,SW-L3A,"-2,080.00",VNG-S,รับเอง,2017-09-26,2017-09-20,คุณสุพัตรา
บริษัท มิสเตอร์ฟลอร์ จำกัด,Sales order,On order,2F21293051GGA30150AV,VSDF17001678,SW-LFA,-210,VNG-S,รับสินค้าที่โรงงาน,2017-09-25,2017-09-20,คุณสุพัตรา
บจก.หรรษา ผลิตภัณฑ์ไม้,Sales order,On order,3LPN09022210150,VSDL17001348,SW-LUA,-224,VNG-S,ส่งไม่เกิน 3-4 ทุ่ม,2017-09-22,2017-09-21,คุณสุภาพ
บจก.หรรษา ผลิตภัณฑ์ไม้,Sales order,On order,3LPN09021110150,VSDL17001348,SW-LUA,-174,VNG-S,ส่งไม่เกิน 3-4 ทุ่ม,2017-09-22,2017-09-21,คุณสุภาพ
บจก.หรรษา ผลิตภัณฑ์ไม้,Sales order,On order,3LMF16021110150,VSDL17001349,SW-LUA,-130,VNG-S,ส่งไม่เกิน 3-4 ทุ่ม,2017-09-22,2017-09-21,คุณสุภาพ
บจก.เพอร์เฟ็คท์ ออฟฟิศเฟอร์นิเจอร์,Sales order,On order,3LP216024420610,VSDL17001350,SW-LUA,-130,VNG-S,ส่งท่าข้าม ซ.10,2017-09-26,2017-09-21,คุณสุภาพ
บจก.เพอร์เฟ็คท์ ออฟฟิศเฟอร์นิเจอร์,Sales order,On order,3LP225024420610,VSDL17001350,SW-LUA,-168,VNG-S,ส่งท่าข้าม ซ.10,2017-09-26,2017-09-21,คุณสุภาพ
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP112021110120,VSDL17001351,SW-LUA,-425,VNG-S,ก่อนเที่ยงไม่เกิน 15.30 น.,2017-09-22,2017-09-21,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LMF16022210150,VSDL17001352,SW-LUA,-195,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-09-22,2017-09-21,คุณวิรัช
บริษัท อินเตอร์ฟลอร์ จำกัด,Sales order,On order,2F20892053GGA10732BO,VSDF17001681,SW-LFA,"-1,920.00",VNG-S,โครงการ The niche id เสรีไทย B,2017-09-25,2017-09-21,คุณสันติ์สิทธิ์
บริษัท อินเตอร์ฟลอร์ จำกัด,Sales order,On order,3F20892053GGA10732BO,VSDF17001681,SW-L3A,"-4,160.00",VNG-S,โครงการ The niche id เสรีไทย B,2017-09-25,2017-09-21,คุณสันติ์สิทธิ์
บริษัท อินเตอร์ฟลอร์ จำกัด,Sales order,On order,2F20892053GGA10734BO,VSDF17001681,SW-LFA,-560,VNG-S,โครงการ The niche id เสรีไทย B,2017-09-25,2017-09-21,คุณสันติ์สิทธิ์
บริษัท อินเตอร์ฟลอร์ จำกัด,Sales order,On order,2F20892053GGA10670BO,VSDF17001681,SW-LFA,-560,VNG-S,โครงการ The niche id เสรีไทย B,2017-09-25,2017-09-21,คุณสันติ์สิทธิ์
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP119021110120,VSDL17001353,SW-LUA,-330,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-09-25,2017-09-21,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LPN16022210150,VSDL17001354,SW-LUA,-260,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-09-25,2017-09-21,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP212022210400,VSDL17001354,SW-LUA,-255,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-09-25,2017-09-21,คุณวิรัช
บริษัท ทรัพย์ลีลา จำกัด,Sales order,On order,3LP219024420440,VSDL17001354,SW-LUA,-55,VNG-S,ส่งก่อนเที่ยง-ไม่เกิน15.30น,2017-09-25,2017-09-21,คุณวิรัช
บจก.ดูราฟลอร์,Sales order,On order,1BJSK0040189580351VF,VSDB17000338,SW-LBA,-540,VNG-S,โกดังนวนคร,2017-09-25,2017-09-21,คุณสุพัตรา
บจก.ดูราฟลอร์,Sales order,On order,1BJEG5010123180025VF,VSDB17000338,SW-LBA,-310,VNG-S,โกดังนวนคร,2017-09-25,2017-09-21,คุณสุพัตรา
บจก.ดูราฟลอร์,Sales order,On order,1BJJT6010124080025VF,VSDB17000338,SW-LBA,-240,VNG-S,โกดังนวนคร,2017-09-25,2017-09-21,คุณสุพัตรา
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,2F21293051GGA20724LE,VSDF17001685,SW-LFA,-140,VNG-S,รับสินค้าที่โรงงาน,2017-09-25,2017-09-21,คุณสุพัตรา
บริษัท ปาร์ติเกิ้ล แพลนเนอร์ จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004715,SW-LPA,"-6,035.00",VNG-S,บริษัท ปาร์ติเกิ้ล แพลนเนอร์ จำกัด,2017-09-19,2017-09-21,
บริษัท บี.บี.เค.อินดัสตรี จำกัด,Sales order,On order,3LP216024420210,VSDL17001356,SW-LUA,-390,VNG-S,ซ. ลาดกระบัง 14/1,2017-09-28,2017-09-21,คุณสุภาพ
บริษัท บี.บี.เค.อินดัสตรี จำกัด,Sales order,On order,3LP216022210310,VSDL17001355,SW-LUA,-195,VNG-S,ซ. ลาดกระบัง 14/1,2017-09-27,2017-09-21,คุณสุภาพ
บริษัท บี.บี.เค.อินดัสตรี จำกัด,Sales order,On order,3LP219022210310,VSDL17001355,SW-LUA,-165,VNG-S,ซ. ลาดกระบัง 14/1,2017-09-27,2017-09-21,คุณสุภาพ
บจก.มิสเตอร์เทรดเดอร์,Sales order,On order,2H22530503GG-10733,VSDF17001674,SW-LHD,-10,VNG-S,รับสินค้าที่โรงงาน,2017-09-25,2017-09-20,คุณสุพัตรา
บริษัท บี.บี.เค.อินดัสตรี จำกัด,Sales order,On order,3LP216024420210,VSDL17001357,SW-LUA,-390,VNG-S,ซ. ลาดกระบัง 14/1,2017-09-29,2017-09-21,คุณสุภาพ
บริษัท บี.บี.เค.อินดัสตรี จำกัด,Sales order,On order,3LP216024420210,VSDL17001358,SW-LUA,-340,VNG-S,ซ. ลาดกระบัง 14/1,2017-09-30,2017-09-21,คุณสุภาพ
บริษัท สักทอง(ไทย) จำกัด,Sales order,On order,4MBU1S4060012302450,VSDS17001060,SW-LMA,-660,VNG-S,ปากเกร็ด *พร้อมไม้ PB 25 E2 (2050)*,2017-09-26,2017-09-21,คุณดำรงศักดิ์
บริษัท สักทอง(ไทย) จำกัด,Sales order,On order,4MBU1S4180012302450,VSDS17001060,SW-LMA,-112,VNG-S,ปากเกร็ด *พร้อมไม้ PB 25 E2 (2050)*,2017-09-26,2017-09-21,คุณดำรงศักดิ์
บริษัท สักทอง(ไทย) จำกัด,Sales order,On order,4MBU1S4220012302450,VSDS17001060,SW-LMA,-184,VNG-S,ปากเกร็ด *พร้อมไม้ PB 25 E2 (2050)*,2017-09-26,2017-09-21,คุณดำรงศักดิ์
บริษัท พี.เอช.เค.ซัพพลาย จำกัด,Sales order,On order,3LP225024420413,VSDL17001359,SW-LUA,-3,VNG-S,รับเอง P.S.P - ใบชั่วคราว,2017-09-21,2017-09-21,คุณวัชรชัย
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG150012302450,VSDP17004716,SW-LPA,-210,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-21,2017-09-21,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01GG150012302450,VSDP17004716,SW-LPA,-700,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-21,2017-09-21,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB01S4120012301840,VSDP17004717,SW-LPA,"-1,020.00",VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-21,2017-09-21,คุณสุภาพ
บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),Sales order,On order,1PB02FS120012302450,VSDP17004718,SW-LPA,-850,VNG-S,บริษัท อีสต์โคสท์เฟอร์นิเทค จำกัด (มหาชน),2017-09-21,2017-09-21,คุณสุภาพ
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004719,SW-LPA,"-1,650.00",VNG-S,บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,2017-09-21,2017-09-21,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004720,SW-LPA,"-1,050.00",VNG-S,พระประแดง,2017-09-21,2017-09-21,คุณดำรงศักดิ์
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS190012302450,VSDS17001062,SW-LMA,-260,VNG-S,ลี่หยาง - ใบชั่วคราว,2017-09-22,2017-09-21,คุณวัชรชัย
บริษัท ที.เอ็ม.พี.วู้ด จำกัด,Sales order,On order,4MBP2FS150012302450,VSDS17001062,SW-LMA,-136,VNG-S,ลี่หยาง - ใบชั่วคราว,2017-09-22,2017-09-21,คุณวัชรชัย
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004721,SW-LPA,"-1,050.00",VNG-S,พระประแดง,2017-09-21,2017-09-21,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004722,SW-LPA,"-1,050.00",VNG-S,พระประแดง,2017-09-21,2017-09-21,คุณดำรงศักดิ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP116021110330,VSDL17001360,SW-LUA,-65,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-21,คุณไกรฤกษ์
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004723,SW-LPA,-140,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-09-22,2017-09-21,คุณวิรัช
บริษัท แกรนด์ดิส จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004723,SW-LPA,-910,VNG-S,บริษัท แกรนด์ดิส จำกัด,2017-09-22,2017-09-21,คุณวิรัช
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP219024420500,VSDL17001361,SW-LUA,-55,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-21,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LM416021110120,VSDL17001362,SW-LUA,-65,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-21,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LM412021010120,VSDL17001363,SW-LUA,-85,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-21,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP409022210330,VSDL17001364,,-112,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-21,คุณไกรฤกษ์
บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,Sales order,On order,3LP119022210330,VSDL17001365,SW-LUA,-82,VNG-S,บจก.อินเด็กซ์ อินเตอร์เฟิร์น สาขา มหาชัย,2017-09-21,2017-09-21,คุณไกรฤกษ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG090012302450,VSDP17004724,SW-LPA,-770,VNG-S,ส่ง CCS,2017-09-22,2017-09-21,คุณดำรงศักดิ์
บริษัท รวมเจริญ วู๊ด มาร์เก็ตติ้ง จำกัด,Sales order,On order,1PB02NG150012302450,VSDP17004724,SW-LPA,-490,VNG-S,ส่ง CCS,2017-09-22,2017-09-21,คุณดำรงศักดิ์
บริษัท ชูไก แพคเกจจิ้ง จำกัด,Sales order,On order,4MBP2FS055012302450,VSDS17001063,SW-LMA,"-1,260.00",VNG-S,ส่งศรีราชา **ค่าขนส่ง 2800.- **,2017-09-22,2017-09-21,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004725,SW-LPA,-910,VNG-S,บางบัวทอง,2017-09-22,2017-09-21,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG160012302450,VSDP17004726,SW-LPA,-910,VNG-S,บางบัวทอง,2017-09-22,2017-09-21,คุณดำรงศักดิ์
บริษัท เอส.บี.อุตสาหกรรมเครื่องเรือน จำกัด,Sales order,On order,1PB01GG180012302450,VSDP17004727,SW-LPA,-840,VNG-S,บางบัวทอง,2017-09-22,2017-09-21,คุณดำรงศักดิ์
